Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur
"OA","S?ries temporelles annuelles","105","Isra?l","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8519.377"
"OA","S?ries temporelles annuelles","106","Italie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","60578.494"
"OA","S?ries temporelles annuelles","106","Italie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","60550.075"
"OA","S?ries temporelles annuelles","109","Jama?que","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2891.021"
"OA","S?ries temporelles annuelles","109","Jama?que","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2948.279"
"OA","S?ries temporelles annuelles","110","Japon","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","127985.133"
"OA","S?ries temporelles annuelles","110","Japon","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","126860.301"
"OA","S?ries temporelles annuelles","112","Jordanie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9266.575"
"OA","S?ries temporelles annuelles","112","Jordanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10101.694"
"OA","S?ries temporelles annuelles","108","Kazakhstan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","17572.016"
"OA","S?ries temporelles annuelles","108","Kazakhstan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","18551.427"
"OA","S?ries temporelles annuelles","114","Kenya","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","47878.336"
"OA","S?ries temporelles annuelles","114","Kenya","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","52573.973"
"OA","S?ries temporelles annuelles","113","Kirghizistan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5959.121"
"OA","S?ries temporelles annuelles","113","Kirghizistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6415.85"
"OA","S?ries temporelles annuelles","83","Kiribati","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","110.93"
"OA","S?ries temporelles annuelles","83","Kiribati","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","117.606"
"OA","S?ries temporelles annuelles","118","Kowe?t","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","3835.591"
"OA","S?ries temporelles annuelles","118","Kowe?t","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4207.083"
"OA","S?ries temporelles annuelles","122","Lesotho","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2059.021"
"OA","S?ries temporelles annuelles","122","Lesotho","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2125.268"
"OA","S?ries temporelles annuelles","119","Lettonie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1997.674"
"OA","S?ries temporelles annuelles","119","Lettonie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1906.743"
"OA","S?ries temporelles annuelles","121","Liban","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","6532.678"
"OA","S?ries temporelles annuelles","121","Liban","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6855.713"
"OA","S?ries temporelles annuelles","123","Lib?ria","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4472.23"
"OA","S?ries temporelles annuelles","123","Lib?ria","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4937.374"
"OA","S?ries temporelles annuelles","124","Libye","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","6418.315"
"OA","S?ries temporelles annuelles","124","Libye","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6777.452"
"OA","S?ries temporelles annuelles","125","Liechtenstein","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","37.47"
"OA","S?ries temporelles annuelles","125","Liechtenstein","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","38.019"
"OA","S?ries temporelles annuelles","126","Lituanie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2931.88"
"OA","S?ries temporelles annuelles","126","Lituanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2759.627"
"OA","S?ries temporelles annuelles","256","Luxembourg","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","566.741"
"OA","S?ries temporelles annuelles","256","Luxembourg","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","615.729"
"OA","S?ries temporelles annuelles","154","Mac?doine du Nord","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2079.328"
"OA","S?ries temporelles annuelles","154","Mac?doine du Nord","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2083.459"
"OA","S?ries temporelles annuelles","129","Madagascar","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","24234.088"
"OA","S?ries temporelles annuelles","129","Madagascar","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","26969.307"
"OA","S?ries temporelles annuelles","131","Malaisie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","30270.962"
"OA","S?ries temporelles annuelles","131","Malaisie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","31949.777"
"OA","S?ries temporelles annuelles","130","Malawi","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","16745.303"
"OA","S?ries temporelles annuelles","130","Malawi","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","18628.747"
"OA","S?ries temporelles annuelles","132","Maldives","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","454.915"
"OA","S?ries temporelles annuelles","132","Maldives","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","530.953"
"OA","S?ries temporelles annuelles","133","Mali","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","17438.778"
"OA","S?ries temporelles annuelles","133","Mali","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","19658.031"
"OA","S?ries temporelles annuelles","134","Malte","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","433.559"
"OA","S?ries temporelles annuelles","134","Malte","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","440.372"
"OA","S?ries temporelles annuelles","143","Maroc","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","34663.603"
"OA","S?ries temporelles annuelles","143","Maroc","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","36471.769"
"OA","S?ries temporelles annuelles","135","Martinique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","378.478"
"OA","S?ries temporelles annuelles","135","Martinique","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","375.554"
"OA","S?ries temporelles annuelles","137","Maurice","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1259.456"
"OA","S?ries temporelles annuelles","137","Maurice","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1269.668"
"OA","S?ries temporelles annuelles","136","Mauritanie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4046.301"
"OA","S?ries temporelles annuelles","136","Mauritanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4525.696"
"OA","S?ries temporelles annuelles","270","Mayotte","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","240.02"
"OA","S?ries temporelles annuelles","270","Mayotte","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","266.15"
"OA","S?ries temporelles annuelles","138","Mexique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","121858.258"
"OA","S?ries temporelles annuelles","138","Mexique","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","127575.529"
"OA","S?ries temporelles annuelles","145","Micron?sie (?tats f?d?r?s de)","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","108.895"
"OA","S?ries temporelles annuelles","145","Micron?sie (?tats f?d?r?s de)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","113.815"
"OA","S?ries temporelles annuelles","140","Monaco","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","37.718"
"OA","S?ries temporelles annuelles","140","Monaco","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","38.964"
"OA","S?ries temporelles annuelles","141","Mongolie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2998.439"
"OA","S?ries temporelles annuelles","141","Mongolie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","3225.167"
"OA","S?ries temporelles annuelles","273","Mont?n?gro","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","626.956"
"OA","S?ries temporelles annuelles","273","Mont?n?gro","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","627.987"
"OA","S?ries temporelles annuelles","142","Montserrat","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4.967"
"OA","S?ries temporelles annuelles","142","Montserrat","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4.989"
"OA","S?ries temporelles annuelles","144","Mozambique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","27042.002"
"OA","S?ries temporelles annuelles","144","Mozambique","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","30366.036"
"OA","S?ries temporelles annuelles","28","Myanmar","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","52680.726"
"OA","S?ries temporelles annuelles","28","Myanmar","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","54045.42"
"OA","S?ries temporelles annuelles","147","Namibie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2314.904"
"OA","S?ries temporelles annuelles","147","Namibie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2494.53"
"OA","S?ries temporelles annuelles","148","Nauru","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","10.383"
"OA","S?ries temporelles annuelles","148","Nauru","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10.756"
"OA","S?ries temporelles annuelles","149","N?pal","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","27015.031"
"OA","S?ries temporelles annuelles","149","N?pal","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","28608.71"
"OA","S?ries temporelles annuelles","157","Nicaragua","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","6223.24"
"OA","S?ries temporelles annuelles","157","Nicaragua","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6545.502"
"OA","S?ries temporelles annuelles","158","Niger","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","20001.663"
"OA","S?ries temporelles annuelles","158","Niger","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","23310.715"
"OA","S?ries temporelles annuelles","159","Nig?ria","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","181137.448"
"OA","S?ries temporelles annuelles","159","Nig?ria","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","200963.599"
"OA","S?ries temporelles annuelles","160","Niou?","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1.619"
"OA","S?ries temporelles annuelles","160","Niou?","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1.615"
"OA","S?ries temporelles annuelles","162","Norv?ge","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5199.836"
"OA","S?ries temporelles annuelles","162","Norv?ge","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5378.857"
"OA","S?ries temporelles annuelles","153","Nouvelle-Cal?donie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","271.065"
"OA","S?ries temporelles annuelles","153","Nouvelle-Cal?donie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","282.75"
"OA","S?ries temporelles annuelles","156","Nouvelle-Z?lande","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4614.532"
"OA","S?ries temporelles annuelles","156","Nouvelle-Z?lande","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4783.063"
"OA","S?ries temporelles annuelles","221","Oman","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4267.348"
"OA","S?ries temporelles annuelles","221","Oman","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4974.986"
"OA","S?ries temporelles annuelles","226","Ouganda","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","38225.453"
"OA","S?ries temporelles annuelles","226","Ouganda","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","44269.594"
"OA","S?ries temporelles annuelles","235","Ouzb?kistan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","30929.557"
"OA","S?ries temporelles annuelles","235","Ouzb?kistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","32981.716"
"OA","S?ries temporelles annuelles","165","Pakistan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","199426.964"
"OA","S?ries temporelles annuelles","165","Pakistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","216565.318"
"OA","S?ries temporelles annuelles","180","Palaos","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","17.665"
"OA","S?ries temporelles annuelles","180","Palaos","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","18.008"
"OA","S?ries temporelles annuelles","299","Palestine","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4529.166"
"OA","S?ries temporelles annuelles","299","Palestine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4981.42"
"OA","S?ries temporelles annuelles","166","Panama","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","3968.487"
"OA","S?ries temporelles annuelles","166","Panama","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4246.439"
"OA","S?ries temporelles annuelles","168","Papouasie-Nouvelle-Guin?e","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","8107.775"
"OA","S?ries temporelles annuelles","168","Papouasie-Nouvelle-Guin?e","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8776.109"
"OA","S?ries temporelles annuelles","169","Paraguay","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","6688.746"
"OA","S?ries temporelles annuelles","169","Paraguay","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7044.636"
"OA","S?ries temporelles annuelles","150","Pays-Bas","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","16938.499"
"OA","S?ries temporelles annuelles","150","Pays-Bas","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","17097.13"
"OA","S?ries temporelles annuelles","170","P?rou","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","30470.734"
"OA","S?ries temporelles annuelles","170","P?rou","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","32510.453"
"OA","S?ries temporelles annuelles","171","Philippines","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","102113.212"
"OA","S?ries temporelles annuelles","171","Philippines","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","108116.615"
"OA","S?ries temporelles annuelles","173","Pologne","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","38034.079"
"OA","S?ries temporelles annuelles","173","Pologne","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","37887.768"
"OA","S?ries temporelles annuelles","70","Polyn?sie fran?aise","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","273.124"
"OA","S?ries temporelles annuelles","70","Polyn?sie fran?aise","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","279.287"
"OA","S?ries temporelles annuelles","177","Porto Rico","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","3381.518"
"OA","S?ries temporelles annuelles","177","Porto Rico","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2933.408"
"OA","S?ries temporelles annuelles","174","Portugal","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","10368.351"
"OA","S?ries temporelles annuelles","174","Portugal","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10226.187"
"OA","S?ries temporelles annuelles","179","Qatar","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2565.71"
"OA","S?ries temporelles annuelles","179","Qatar","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2832.067"
"OA","S?ries temporelles annuelles","212","R?publique arabe syrienne","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","17997.408"
"OA","S?ries temporelles annuelles","212","R?publique arabe syrienne","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","17070.135"
"OA","S?ries temporelles annuelles","37","R?publique centrafricaine","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4493.17"
"OA","S?ries temporelles annuelles","37","R?publique centrafricaine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4745.185"
"OA","S?ries temporelles annuelles","117","R?publique de Cor?e","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","50823.093"
"OA","S?ries temporelles annuelles","117","R?publique de Cor?e","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","51225.308"
"OA","S?ries temporelles annuelles","146","R?publique de Moldova","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4070.7"
"OA","S?ries temporelles annuelles","146","R?publique de Moldova","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4043.263"
"OA","S?ries temporelles annuelles","250","R?publique d?mocratique du Congo","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","76244.544"
"OA","S?ries temporelles annuelles","250","R?publique d?mocratique du Congo","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","86790.567"
"OA","S?ries temporelles annuelles","120","R?publique d?mocratique populaire lao","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","6741.164"
"OA","S?ries temporelles annuelles","120","R?publique d?mocratique populaire lao","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7169.455"
"OA","S?ries temporelles annuelles","56","R?publique dominicaine","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","10281.68"
"OA","S?ries temporelles annuelles","56","R?publique dominicaine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10738.958"
"OA","S?ries temporelles annuelles","116","R?publique populaire d?mocratique de Cor?e","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","25183.833"
"OA","S?ries temporelles annuelles","116","R?publique populaire d?mocratique de Cor?e","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","25666.161"
"OA","S?ries temporelles annuelles","215","R?publique-Unie de Tanzanie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","51482.633"
"OA","S?ries temporelles annuelles","215","R?publique-Unie de Tanzanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","58005.463"
"OA","S?ries temporelles annuelles","182","R?union","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","863.363"
"OA","S?ries temporelles annuelles","182","R?union","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","888.927"
"OA","S?ries temporelles annuelles","183","Roumanie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","19925.175"
"OA","S?ries temporelles annuelles","183","Roumanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","19364.557"
"OA","S?ries temporelles annuelles","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","65860.146"
"OA","S?ries temporelles annuelles","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","67530.172"
"OA","S?ries temporelles annuelles","184","Rwanda","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","11369.071"
"OA","S?ries temporelles annuelles","184","Rwanda","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","12626.95"
"OA","S?ries temporelles annuelles","205","Sahara occidental","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","526.216"
"OA","S?ries temporelles annuelles","205","Sahara occidental","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","582.463"
"OA","S?ries temporelles annuelles","282","Saint-Barth?lemy","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9.693"
"OA","S?ries temporelles annuelles","282","Saint-Barth?lemy","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","9.847"
"OA","S?ries temporelles annuelles","187","Sainte-H?l?ne, Ascension et Tristan da Cunha","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5.865"
"OA","S?ries temporelles annuelles","187","Sainte-H?l?ne, Ascension et Tristan da Cunha","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6.059"
"OA","S?ries temporelles annuelles","189","Sainte-Lucie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","179.126"
"OA","S?ries temporelles annuelles","189","Sainte-Lucie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","182.79"
"OA","S?ries temporelles annuelles","188","Saint-Kitts-et-Nevis","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","51.203"
"OA","S?ries temporelles annuelles","188","Saint-Kitts-et-Nevis","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","52.823"
"OA","S?ries temporelles annuelles","192","Saint-Marin","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","33.272"
"OA","S?ries temporelles annuelles","192","Saint-Marin","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","33.86"
"OA","S?ries temporelles annuelles","281","Saint-Martin (partie fran?aise)","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","35.858"
"OA","S?ries temporelles annuelles","281","Saint-Martin (partie fran?aise)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","38.002"
"OA","S?ries temporelles annuelles","190","Saint-Pierre-et-Miquelon","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5.993"
"OA","S?ries temporelles annuelles","190","Saint-Pierre-et-Miquelon","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5.822"
"OA","S?ries temporelles annuelles","94","Saint-Si?ge","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","0.803"
"OA","S?ries temporelles annuelles","94","Saint-Si?ge","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","0.799"
"OA","S?ries temporelles annuelles","191","Saint-Vincent-et-les Grenadines","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","109.148"
"OA","S?ries temporelles annuelles","191","Saint-Vincent-et-les Grenadines","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","110.589"
"OA","S?ries temporelles annuelles","244","Samoa","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","193.513"
"OA","S?ries temporelles annuelles","244","Samoa","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","197.097"
"OA","S?ries temporelles annuelles","5","Samoa am?ricaines","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","55.812"
"OA","S?ries temporelles annuelles","5","Samoa am?ricaines","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","55.312"
"OA","S?ries temporelles annuelles","193","Sao Tom?-et-Principe","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","199.432"
"OA","S?ries temporelles annuelles","193","Sao Tom?-et-Principe","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","215.056"
"OA","S?ries temporelles annuelles","195","S?n?gal","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","14578.459"
"OA","S?ries temporelles annuelles","195","S?n?gal","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","16296.364"
"OA","S?ries temporelles annuelles","272","Serbie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","8876.777"
"OA","S?ries temporelles annuelles","272","Serbie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8772.235"
"OA","S?ries temporelles annuelles","196","Seychelles","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","94.978"
"OA","S?ries temporelles annuelles","196","Seychelles","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","97.739"
"OA","S?ries temporelles annuelles","197","Sierra Leone","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","7171.914"
"OA","S?ries temporelles annuelles","197","Sierra Leone","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7813.215"
"OA","S?ries temporelles annuelles","200","Singapour","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5592.152"
"OA","S?ries temporelles annuelles","200","Singapour","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5804.337"
"OA","S?ries temporelles annuelles","280","Sint Maarten (partie n?erlandaise)","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","39.968"
"OA","S?ries temporelles annuelles","280","Sint Maarten (partie n?erlandaise)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","42.388"
"OA","S?ries temporelles annuelles","199","Slovaquie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5435.611"
"OA","S?ries temporelles annuelles","199","Slovaquie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5457.013"
"OA","S?ries temporelles annuelles","198","Slov?nie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2071.199"
"OA","S?ries temporelles annuelles","198","Slov?nie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2078.654"
"OA","S?ries temporelles annuelles","201","Somalie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","13797.201"
"OA","S?ries temporelles annuelles","201","Somalie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","15442.905"
"OA","S?ries temporelles annuelles","276","Soudan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","38902.95"
"OA","S?ries temporelles annuelles","276","Soudan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","42813.238"
"OA","S?ries temporelles annuelles","277","Soudan du Sud","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","10715.658"
"OA","S?ries temporelles annuelles","277","Soudan du Sud","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11062.113"
"OA","S?ries temporelles annuelles","38","Sri Lanka","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","20908.027"
"OA","S?ries temporelles annuelles","38","Sri Lanka","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","21323.733"
"OA","S?ries temporelles annuelles","210","Su?de","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9764.95"
"OA","S?ries temporelles annuelles","210","Su?de","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10036.379"
"OA","S?ries temporelles annuelles","211","Suisse","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","8296.775"
"OA","S?ries temporelles annuelles","211","Suisse","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8591.365"
"OA","S?ries temporelles annuelles","207","Suriname","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","559.143"
"OA","S?ries temporelles annuelles","207","Suriname","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","581.372"
"OA","S?ries temporelles annuelles","208","Tadjikistan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","8454.028"
"OA","S?ries temporelles annuelles","208","Tadjikistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","9321.018"
"OA","S?ries temporelles annuelles","39","Tchad","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","14110.975"
"OA","S?ries temporelles annuelles","39","Tchad","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","15946.876"
"OA","S?ries temporelles annuelles","167","Tch?quie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","10601.397"
"OA","S?ries temporelles annuelles","167","Tch?quie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10689.209"
